Database Origin,Solvent SMILES,Solvent Key,Solvent Type,Solute SMILES,Solute Key,Solute Type,dG,BalabanJ_slv,BertzCT_slv,Chi0_slv,Chi0n_slv,Chi0v_slv,Chi1_slv,Chi1n_slv,Chi1v_slv,Chi2n_slv,Chi2v_slv,Chi3n_slv,Chi3v_slv,Chi4n_slv,Chi4v_slv,EState_VSA1_slv,EState_VSA10_slv,EState_VSA11_slv,EState_VSA2_slv,EState_VSA3_slv,EState_VSA4_slv,EState_VSA5_slv,EState_VSA6_slv,EState_VSA7_slv,EState_VSA8_slv,EState_VSA9_slv,HallKierAlpha_slv,HeavyAtomCount_slv,HeavyAtomMolWt_slv,Kappa1_slv,Kappa2_slv,Kappa3_slv,MaxAbsEStateIndex_slv,MaxAbsPartialCharge_slv,MaxEStateIndex_slv,MaxPartialCharge_slv,MinAbsEStateIndex_slv,MinAbsPartialCharge_slv,MinEStateIndex_slv,MinPartialCharge_slv,MolLogP_slv,MolMR_slv,MolWt_slv,NHOHCount_slv,NOCount_slv,NumAliphaticCarbocycles_slv,NumAliphaticHeterocycles_slv,NumAliphaticRings_slv,NumAromaticCarbocycles_slv,NumAromaticHeterocycles_slv,NumAromaticRings_slv,NumHAcceptors_slv,NumHDonors_slv,NumHeteroatoms_slv,NumRadicalElectrons_slv,NumRotatableBonds_slv,NumSaturatedCarbocycles_slv,NumSaturatedHeterocycles_slv,NumSaturatedRings_slv,NumValenceElectrons_slv,PEOE_VSA1_slv,PEOE_VSA10_slv,PEOE_VSA11_slv,PEOE_VSA12_slv,PEOE_VSA13_slv,PEOE_VSA14_slv,PEOE_VSA2_slv,PEOE_VSA3_slv,PEOE_VSA4_slv,PEOE_VSA5_slv,PEOE_VSA6_slv,PEOE_VSA7_slv,PEOE_VSA8_slv,PEOE_VSA9_slv,SMR_VSA1_slv,SMR_VSA10_slv,SMR_VSA2_slv,SMR_VSA3_slv,SMR_VSA4_slv,SMR_VSA5_slv,SMR_VSA6_slv,SMR_VSA7_slv,SMR_VSA8_slv,SMR_VSA9_slv,SlogP_VSA1_slv,SlogP_VSA10_slv,SlogP_VSA11_slv,SlogP_VSA12_slv,SlogP_VSA2_slv,SlogP_VSA3_slv,SlogP_VSA4_slv,SlogP_VSA5_slv,SlogP_VSA6_slv,SlogP_VSA7_slv,SlogP_VSA8_slv,SlogP_VSA9_slv,TPSA_slv,VSA_EState1_slv,VSA_EState10_slv,VSA_EState2_slv,VSA_EState3_slv,VSA_EState4_slv,VSA_EState5_slv,VSA_EState6_slv,VSA_EState7_slv,VSA_EState8_slv,VSA_EState9_slv,BalabanJ_slt,BertzCT_slt,Chi0_slt,Chi0n_slt,Chi0v_slt,Chi1_slt,Chi1n_slt,Chi1v_slt,Chi2n_slt,Chi2v_slt,Chi3n_slt,Chi3v_slt,Chi4n_slt,Chi4v_slt,EState_VSA1_slt,EState_VSA10_slt,EState_VSA11_slt,EState_VSA2_slt,EState_VSA3_slt,EState_VSA4_slt,EState_VSA5_slt,EState_VSA6_slt,EState_VSA7_slt,EState_VSA8_slt,EState_VSA9_slt,HallKierAlpha_slt,HeavyAtomCount_slt,HeavyAtomMolWt_slt,Kappa1_slt,Kappa2_slt,Kappa3_slt,MaxAbsEStateIndex_slt,MaxAbsPartialCharge_slt,MaxEStateIndex_slt,MaxPartialCharge_slt,MinAbsEStateIndex_slt,MinAbsPartialCharge_slt,MinEStateIndex_slt,MinPartialCharge_slt,MolLogP_slt,MolMR_slt,MolWt_slt,NHOHCount_slt,NOCount_slt,NumAliphaticCarbocycles_slt,NumAliphaticHeterocycles_slt,NumAliphaticRings_slt,NumAromaticCarbocycles_slt,NumAromaticHeterocycles_slt,NumAromaticRings_slt,NumHAcceptors_slt,NumHDonors_slt,NumHeteroatoms_slt,NumRadicalElectrons_slt,NumRotatableBonds_slt,NumSaturatedCarbocycles_slt,NumSaturatedHeterocycles_slt,NumSaturatedRings_slt,NumValenceElectrons_slt,PEOE_VSA1_slt,PEOE_VSA10_slt,PEOE_VSA11_slt,PEOE_VSA12_slt,PEOE_VSA13_slt,PEOE_VSA14_slt,PEOE_VSA2_slt,PEOE_VSA3_slt,PEOE_VSA4_slt,PEOE_VSA5_slt,PEOE_VSA6_slt,PEOE_VSA7_slt,PEOE_VSA8_slt,PEOE_VSA9_slt,SMR_VSA1_slt,SMR_VSA10_slt,SMR_VSA2_slt,SMR_VSA3_slt,SMR_VSA4_slt,SMR_VSA5_slt,SMR_VSA6_slt,SMR_VSA7_slt,SMR_VSA8_slt,SMR_VSA9_slt,SlogP_VSA1_slt,SlogP_VSA10_slt,SlogP_VSA11_slt,SlogP_VSA12_slt,SlogP_VSA2_slt,SlogP_VSA3_slt,SlogP_VSA4_slt,SlogP_VSA5_slt,SlogP_VSA6_slt,SlogP_VSA7_slt,SlogP_VSA8_slt,SlogP_VSA9_slt,TPSA_slt,VSA_EState1_slt,VSA_EState10_slt,VSA_EState2_slt,VSA_EState3_slt,VSA_EState4_slt,VSA_EState5_slt,VSA_EState6_slt,VSA_EState7_slt,VSA_EState8_slt,VSA_EState9_slt
Solv@TUM,C1CCS(=O)(=O)C1,HXJUTPCZVOIRIF-UHFFFAOYSA-N,Organoheterocyclic compounds,C(Cl)(Cl)Cl,HEDRZPFGACZZDS-UHFFFAOYSA-N,Organohalogen compounds,-4.14060255,2.762020468,133.07273,5.328427125,4.053171996,4.869668577,3.207106781,2.410683603,4.232050808,1.858925119,4.162561796,1.160683603,2.982050808,0.746012623,2.23803787,9.837253136,8.417796984,0,0,11.50570721,12.84164325,0,0,0,0,0,-0.05,7,112.109,5.093884892,1.472587813,1.158951031,10.43055556,0.228840387,10.43055556,0.149819495,0.423611111,0.149819495,-2.546296296,-0.228840387,0.195,27.8878,120.173,0,2,0,1,1,0,0,0,2,0,3,0,0,0,1,1,42,0,9.837253136,0,0,0,0,0,8.417796984,0,0,0,12.84164325,0,11.50570721,8.417796984,9.837253136,0,0,0,12.84164325,11.50570721,0,0,0,0,0,0,0,19.9235042,9.837253136,0,12.84164325,0,0,0,0,34.14,20.86111111,0,0,0,0,0.847222222,0,1.75462963,0,-2.546296296,2.323790008,8,3.577350269,1.711243688,3.979030526,1.732050808,0.654653671,1.963961012,0.24743583,2.226922467,0,0,0,0,4.295451512,0,0,0,0,0,0,0,0,0,34.80281967,0.87,4,118.37,4.87,2.128397933,13.25948342,4.805555556,0.180106635,4.805555556,0.180106635,0.75,0.087411528,-0.75,-0.087411528,1.9864,21.347,119.378,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,26,0,0,4.295451512,0,0,0,0,0,0,0,34.80281967,0,0,0,0,34.80281967,0,0,0,4.295451512,0,0,0,0,0,0,0,34.80281967,4.295451512,0,0,0,0,0,0,0,0,-0.75,14.41666667,0,0,0,0,0,0,0,0
Solv@TUM,C1CCS(=O)(=O)C1,HXJUTPCZVOIRIF-UHFFFAOYSA-N,Organoheterocyclic compounds,CCCCOC(=O)C,DKPFZGUDAPQIHT-UHFFFAOYSA-N,Organic acids and derivatives,-4.81997961,2.762020468,133.07273,5.328427125,4.053171996,4.869668577,3.207106781,2.410683603,4.232050808,1.858925119,4.162561796,1.160683603,2.982050808,0.746012623,2.23803787,9.837253136,8.417796984,0,0,11.50570721,12.84164325,0,0,0,0,0,-0.05,7,112.109,5.093884892,1.472587813,1.158951031,10.43055556,0.228840387,10.43055556,0.149819495,0.423611111,0.149819495,-2.546296296,-0.228840387,0.195,27.8878,120.173,0,2,0,1,1,0,0,0,2,0,3,0,0,0,1,1,42,0,9.837253136,0,0,0,0,0,8.417796984,0,0,0,12.84164325,0,11.50570721,8.417796984,9.837253136,0,0,0,12.84164325,11.50570721,0,0,0,0,0,0,0,19.9235042,9.837253136,0,12.84164325,0,0,0,0,34.14,20.86111111,0,0,0,0,0.847222222,0,1.75462963,0,-2.546296296,2.822354554,68.92878689,6.405777394,5.437816924,5.437816924,3.77005561,2.904030206,2.904030206,1.693596727,1.693596727,0.803216163,0.803216163,0.36023509,0.36023509,0,4.794537184,0,5.969305288,6.606881965,12.84164325,6.9237372,0,0,11.66060015,0,-0.53,8,104.064,7.47,4.624559505,5.47,10.09634637,0.465877874,10.09634637,0.302122867,0.181990741,0.302122867,-0.181990741,-0.465877874,1.3496,31.541,116.16,0,2,0,0,0,0,0,0,2,0,2,0,3,0,0,0,48,4.736862954,0,0,0,0,5.969305288,4.794537184,0,0,0,13.34455882,6.420821623,6.9237372,6.606881965,9.531400138,5.969305288,0,0,0,26.68911765,6.606881965,0,0,0,0,0,0,0,12.57618725,9.531400138,0,26.68911765,0,0,0,0,26.3,4.643333333,0,10.09634637,0,0,-0.181990741,0,2.048472222,4.06050548,0
Solv@TUM,C1CCS(=O)(=O)C1,HXJUTPCZVOIRIF-UHFFFAOYSA-N,Organoheterocyclic compounds,CC(C)CC(C)(C)C,NHTMVDHEPJAVLT-UHFFFAOYSA-N,Hydrocarbons,-2.32754673,2.762020468,133.07273,5.328427125,4.053171996,4.869668577,3.207106781,2.410683603,4.232050808,1.858925119,4.162561796,1.160683603,2.982050808,0.746012623,2.23803787,9.837253136,8.417796984,0,0,11.50570721,12.84164325,0,0,0,0,0,-0.05,7,112.109,5.093884892,1.472587813,1.158951031,10.43055556,0.228840387,10.43055556,0.149819495,0.423611111,0.149819495,-2.546296296,-0.228840387,0.195,27.8878,120.173,0,2,0,1,1,0,0,0,2,0,3,0,0,0,1,1,42,0,9.837253136,0,0,0,0,0,8.417796984,0,0,0,12.84164325,0,11.50570721,8.417796984,9.837253136,0,0,0,12.84164325,11.50570721,0,0,0,0,0,0,0,19.9235042,9.837253136,0,12.84164325,0,0,0,0,34.14,20.86111111,0,0,0,0,0.847222222,0,1.75462963,0,-2.546296296,3.388924101,54.92878689,6.78445705,6.78445705,6.78445705,3.416502219,3.416502219,3.416502219,4.158631167,4.158631167,1.020620726,1.020620726,1.224744871,1.224744871,0,0,0,0,5.414990469,5.917906046,6.420821623,0,0,34.618686,0,0,8,96.088,8,2.52,6,2.284722222,0.062753722,2.284722222,-0.038018218,0.521990741,0.038018218,0.521990741,-0.062753722,3.0786,38.91,114.232,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,50,0,0,0,0,0,0,0,0,0,0,34.618686,17.75371814,0,0,0,0,0,0,11.33289652,41.03950762,0,0,0,0,0,0,0,0,0,0,11.33289652,41.03950762,0,0,0,0,0,0,0,0,0,0.521990741,0.842592593,0,1.326388889,11.39236111,0
Solv@TUM,C1CCS(=O)(=O)C1,HXJUTPCZVOIRIF-UHFFFAOYSA-N,Organoheterocyclic compounds,CCCCCCCC,TVMXDCGIABBOFY-UHFFFAOYSA-N,Hydrocarbons,-2.72857752,2.762020468,133.07273,5.328427125,4.053171996,4.869668577,3.207106781,2.410683603,4.232050808,1.858925119,4.162561796,1.160683603,2.982050808,0.746012623,2.23803787,9.837253136,8.417796984,0,0,11.50570721,12.84164325,0,0,0,0,0,-0.05,7,112.109,5.093884892,1.472587813,1.158951031,10.43055556,0.228840387,10.43055556,0.149819495,0.423611111,0.149819495,-2.546296296,-0.228840387,0.195,27.8878,120.173,0,2,0,1,1,0,0,0,2,0,3,0,0,0,1,1,42,0,9.837253136,0,0,0,0,0,8.417796984,0,0,0,12.84164325,0,11.50570721,8.417796984,9.837253136,0,0,0,12.84164325,11.50570721,0,0,0,0,0,0,0,19.9235042,9.837253136,0,12.84164325,0,0,0,0,34.14,20.86111111,0,0,0,0,0.847222222,0,1.75462963,0,-2.546296296,2.530060457,25.01955001,6.242640687,6.242640687,6.242640687,3.914213562,3.914213562,3.914213562,2.414213562,2.414213562,1.457106781,1.457106781,0.853553391,0.853553391,0,0,0,0,0,0,38.52492974,0,0,13.8474744,0,0,8,96.088,8,7,6,2.255898526,0.065382383,2.255898526,-0.053316205,1.364795918,0.053316205,1.364795918,-0.065382383,3.3668,39.05,114.232,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,50,0,0,0,0,0,0,0,0,0,0,52.37240414,0,0,0,0,0,0,0,0,52.37240414,0,0,0,0,0,0,0,0,0,0,0,52.37240414,0,0,0,0,0,0,0,0,0,0,0,0,8.488202948,4.511797052,0
Solv@TUM,C1CCS(=O)(=O)C1,HXJUTPCZVOIRIF-UHFFFAOYSA-N,Organoheterocyclic compounds,c1ccc(cc1)Cl,MVPPADPHJFYWMZ-UHFFFAOYSA-N,Acetylides+Benzenoids & dipolar compounds,-5.14052751,2.762020468,133.07273,5.328427125,4.053171996,4.869668577,3.207106781,2.410683603,4.232050808,1.858925119,4.162561796,1.160683603,2.982050808,0.746012623,2.23803787,9.837253136,8.417796984,0,0,11.50570721,12.84164325,0,0,0,0,0,-0.05,7,112.109,5.093884892,1.472587813,1.158951031,10.43055556,0.228840387,10.43055556,0.149819495,0.423611111,0.149819495,-2.546296296,-0.228840387,0.195,27.8878,120.173,0,2,0,1,1,0,0,0,2,0,3,0,0,0,1,1,42,0,9.837253136,0,0,0,0,0,8.417796984,0,0,0,12.84164325,0,11.50570721,8.417796984,9.837253136,0,0,0,12.84164325,11.50570721,0,0,0,0,0,0,0,19.9235042,9.837253136,0,12.84164325,0,0,0,0,34.14,20.86111111,0,0,0,0,0.847222222,0,1.75462963,0,-2.546296296,3.02146531,134.1073697,5.112884175,3.764715819,4.520644765,3.39384685,2.099665839,2.477630312,1.295568159,1.73200394,0.733110559,0.985086875,0.414667104,0.560145698,0,0,0,0,0,5.022633314,0,0,30.33183534,0,11.60093989,-0.49,7,107.519,4.663609831,1.987123268,1.203610472,5.539691358,0.084344477,5.539691358,0.040548441,0.793981481,0.040548441,0.793981481,-0.084344477,2.34,31.452,112.559,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,29.8000411,12.13273414,5.022633314,0,0,11.60093989,0,0,0,0,0,35.35446866,0,0,0,0,0,11.60093989,0,0,0,0,30.33183534,5.022633314,0,0,0,0,5.539691358,0,0.793981481,0,0,9.444104938,0,0,0
Solv@TUM,C1CCS(=O)(=O)C1,HXJUTPCZVOIRIF-UHFFFAOYSA-N,Organoheterocyclic compounds,CCCCCCC=C,KWKAKUADMBZCLK-UHFFFAOYSA-N,Hydrocarbons,-3.07103337,2.762020468,133.07273,5.328427125,4.053171996,4.869668577,3.207106781,2.410683603,4.232050808,1.858925119,4.162561796,1.160683603,2.982050808,0.746012623,2.23803787,9.837253136,8.417796984,0,0,11.50570721,12.84164325,0,0,0,0,0,-0.05,7,112.109,5.093884892,1.472587813,1.158951031,10.43055556,0.228840387,10.43055556,0.149819495,0.423611111,0.149819495,-2.546296296,-0.228840387,0.195,27.8878,120.173,0,2,0,1,1,0,0,0,2,0,3,0,0,0,1,1,42,0,9.837253136,0,0,0,0,0,8.417796984,0,0,0,12.84164325,0,11.50570721,8.417796984,9.837253136,0,0,0,12.84164325,11.50570721,0,0,0,0,0,0,0,19.9235042,9.837253136,0,12.84164325,0,0,0,0,34.14,20.86111111,0,0,0,0,0.847222222,0,1.75462963,0,-2.546296296,2.61629309,46,6.242640687,5.819990956,5.819990956,3.914213562,3.523603362,3.523603362,2.138010441,2.138010441,1.261801681,1.261801681,0.71545183,0.71545183,0,0,0,0,0,0,32.10410811,0,6.076020107,13.50267288,0,-0.26,8,96.088,7.74,6.74,5.74,3.658320578,0.103082979,3.658320578,-0.035341294,1.194444444,0.035341294,1.194444444,-0.103082979,3.1428,38.956,112.216,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,48,0,0,0,0,0,0,0,0,0,6.578935684,32.26222218,12.84164325,0,0,0,0,0,0,0,39.02784531,0,12.65495579,0,0,0,0,0,0,0,0,0,39.02784531,12.65495579,0,0,0,0,0,0,0,0,0,0,0,8.611609977,5.888390023,0
Solv@TUM,C1CCS(=O)(=O)C1,HXJUTPCZVOIRIF-UHFFFAOYSA-N,Organoheterocyclic compounds,C1CCCCCCC1,WJTCGQSWYFHTAC-UHFFFAOYSA-N,Hydrocarbons,-3.81452001,2.762020468,133.07273,5.328427125,4.053171996,4.869668577,3.207106781,2.410683603,4.232050808,1.858925119,4.162561796,1.160683603,2.982050808,0.746012623,2.23803787,9.837253136,8.417796984,0,0,11.50570721,12.84164325,0,0,0,0,0,-0.05,7,112.109,5.093884892,1.472587813,1.158951031,10.43055556,0.228840387,10.43055556,0.149819495,0.423611111,0.149819495,-2.546296296,-0.228840387,0.195,27.8878,120.173,0,2,0,1,1,0,0,0,2,0,3,0,0,0,1,1,42,0,9.837253136,0,0,0,0,0,8.417796984,0,0,0,12.84164325,0,11.50570721,8.417796984,9.837253136,0,0,0,12.84164325,11.50570721,0,0,0,0,0,0,0,19.9235042,9.837253136,0,12.84164325,0,0,0,0,34.14,20.86111111,0,0,0,0,0.847222222,0,1.75462963,0,-2.546296296,2,24,5.656854249,5.656854249,5.656854249,4,4,4,2.828427125,2.828427125,2,2,1.414213562,1.414213562,0,0,0,0,0,0,51.36657298,0,0,0,0,0,8,96.088,6.125,3.9375,2.34375,1.5,0.053305973,1.5,-0.053305973,1.5,0.053305973,1.5,-0.053305973,3.1208,36.936,112.216,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,48,0,0,0,0,0,0,0,0,0,0,51.36657298,0,0,0,0,0,0,0,0,51.36657298,0,0,0,0,0,0,0,0,0,0,0,51.36657298,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0
Solv@TUM,C1CCS(=O)(=O)C1,HXJUTPCZVOIRIF-UHFFFAOYSA-N,Organoheterocyclic compounds,CCCCCCC#C,UMIPWJGWASORKV-UHFFFAOYSA-N,Acetylides+Benzenoids & dipolar compounds,-4.21416714,2.762020468,133.07273,5.328427125,4.053171996,4.869668577,3.207106781,2.410683603,4.232050808,1.858925119,4.162561796,1.160683603,2.982050808,0.746012623,2.23803787,9.837253136,8.417796984,0,0,11.50570721,12.84164325,0,0,0,0,0,-0.05,7,112.109,5.093884892,1.472587813,1.158951031,10.43055556,0.228840387,10.43055556,0.149819495,0.423611111,0.149819495,-2.546296296,-0.228840387,0.195,27.8878,120.173,0,2,0,1,1,0,0,0,2,0,3,0,0,0,1,1,42,0,9.837253136,0,0,0,0,0,8.417796984,0,0,0,12.84164325,0,11.50570721,8.417796984,9.837253136,0,0,0,12.84164325,11.50570721,0,0,0,0,0,0,0,19.9235042,9.837253136,0,12.84164325,0,0,0,0,34.14,20.86111111,0,0,0,0,0.847222222,0,1.75462963,0,-2.546296296,2.646949874,66.59772061,6.242640687,5.612884175,5.612884175,3.914213562,3.349335306,3.349335306,2.014784317,2.014784317,1.174667653,1.174667653,0.653838768,0.653838768,0,0,0,0,0,6.420821623,25.68328649,0,0,12.84417152,6.423349896,-0.44,8,96.088,7.56,6.56,5.56,5.06074263,0.120109316,5.06074263,0.008600938,0.958333333,0.008600938,0.958333333,-0.120109316,2.59,37.592,110.2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,46,0,0,0,0,0,0,0,0,0,12.34378421,26.18620207,6.420821623,6.420821623,0,0,0,0,0,0,39.02784531,0,0,0,12.34378421,0,0,0,0,0,0,12.34378421,39.02784531,0,0,0,0,0,0,0,0,0,0,2.626592971,0,11.16916667,2.204240363,0
Solv@TUM,C1CCS(=O)(=O)C1,HXJUTPCZVOIRIF-UHFFFAOYSA-N,Organoheterocyclic compounds,Cc1ccccc1C,CTQNGGLPUBDAKN-UHFFFAOYSA-N,Acetylides+Benzenoids & dipolar compounds,-5.09970954,2.762020468,133.07273,5.328427125,4.053171996,4.869668577,3.207106781,2.410683603,4.232050808,1.858925119,4.162561796,1.160683603,2.982050808,0.746012623,2.23803787,9.837253136,8.417796984,0,0,11.50570721,12.84164325,0,0,0,0,0,-0.05,7,112.109,5.093884892,1.472587813,1.158951031,10.43055556,0.228840387,10.43055556,0.149819495,0.423611111,0.149819495,-2.546296296,-0.228840387,0.195,27.8878,120.173,0,2,0,1,1,0,0,0,2,0,3,0,0,0,1,1,42,0,9.837253136,0,0,0,0,0,8.417796984,0,0,0,12.84164325,0,11.50570721,8.417796984,9.837253136,0,0,0,12.84164325,11.50570721,0,0,0,0,0,0,0,19.9235042,9.837253136,0,12.84164325,0,0,0,0,34.14,20.86111111,0,0,0,0,0.847222222,0,1.75462963,0,-2.546296296,3.134861511,156.1481139,5.983127663,5.309401077,5.309401077,3.804530453,2.827350269,2.827350269,2.084258917,2.084258917,1.425569669,1.425569669,0.662677957,0.662677957,0,0,0,0,0,0,11.12690298,0,0,38.11294267,0,-0.78,8,96.088,5.358504155,1.993744712,0.890007391,2.12037037,0.061985192,2.12037037,-0.039511492,1.368055556,0.039511492,1.368055556,-0.061985192,2.30344,35.916,106.168,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,24.26546827,24.97437738,0,0,0,0,0,0,0,13.8474744,0,35.39237126,0,0,0,0,0,0,0,0,13.8474744,11.12690298,24.26546827,0,0,0,0,0,0,0,0,2.736111111,0,8.356481481,0,4.240740741,0
Solv@TUM,C1CCS(=O)(=O)C1,HXJUTPCZVOIRIF-UHFFFAOYSA-N,Organoheterocyclic compounds,Cc1cccc(c1)C,IVSZLXZYQVIEFR-UHFFFAOYSA-N,Acetylides+Benzenoids & dipolar compounds,-4.86218124,2.762020468,133.07273,5.328427125,4.053171996,4.869668577,3.207106781,2.410683603,4.232050808,1.858925119,4.162561796,1.160683603,2.982050808,0.746012623,2.23803787,9.837253136,8.417796984,0,0,11.50570721,12.84164325,0,0,0,0,0,-0.05,7,112.109,5.093884892,1.472587813,1.158951031,10.43055556,0.228840387,10.43055556,0.149819495,0.423611111,0.149819495,-2.546296296,-0.228840387,0.195,27.8878,120.173,0,2,0,1,1,0,0,0,2,0,3,0,0,0,1,1,42,0,9.837253136,0,0,0,0,0,8.417796984,0,0,0,12.84164325,0,11.50570721,8.417796984,9.837253136,0,0,0,12.84164325,11.50570721,0,0,0,0,0,0,0,19.9235042,9.837253136,0,12.84164325,0,0,0,0,34.14,20.86111111,0,0,0,0,0.847222222,0,1.75462963,0,-2.546296296,3.077660438,159.8981139,5.983127663,5.309401077,5.309401077,3.7876937,2.821367205,2.821367205,2.158154862,2.158154862,1.173575314,1.173575314,0.807015525,0.807015525,0,0,0,0,0,0,11.12690298,0,0,38.11294267,0,-0.78,8,96.088,5.358504155,1.993744712,1.093537203,2.166666667,0.061740871,2.166666667,-0.039764605,1.337962963,0.039764605,1.337962963,-0.061740871,2.30344,35.916,106.168,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,35.39237126,13.8474744,0,0,0,0,0,0,0,13.8474744,0,35.39237126,0,0,0,0,0,0,0,0,13.8474744,11.12690298,24.26546827,0,0,0,0,0,0,0,0,2.675925926,0,8.449074074,0,4.208333333,0
Solv@TUM,C1CCS(=O)(=O)C1,HXJUTPCZVOIRIF-UHFFFAOYSA-N,Organoheterocyclic compounds,Cc1ccc(cc1)C,URLKBWYHVLBVBO-UHFFFAOYSA-N,Acetylides+Benzenoids & dipolar compounds,-4.80637362,2.762020468,133.07273,5.328427125,4.053171996,4.869668577,3.207106781,2.410683603,4.232050808,1.858925119,4.162561796,1.160683603,2.982050808,0.746012623,2.23803787,9.837253136,8.417796984,0,0,11.50570721,12.84164325,0,0,0,0,0,-0.05,7,112.109,5.093884892,1.472587813,1.158951031,10.43055556,0.228840387,10.43055556,0.149819495,0.423611111,0.149819495,-2.546296296,-0.228840387,0.195,27.8878,120.173,0,2,0,1,1,0,0,0,2,0,3,0,0,0,1,1,42,0,9.837253136,0,0,0,0,0,8.417796984,0,0,0,12.84164325,0,11.50570721,8.417796984,9.837253136,0,0,0,12.84164325,11.50570721,0,0,0,0,0,0,0,19.9235042,9.837253136,0,12.84164325,0,0,0,0,34.14,20.86111111,0,0,0,0,0.847222222,0,1.75462963,0,-2.546296296,3.032455532,138.8981139,5.983127663,5.309401077,5.309401077,3.7876937,2.821367205,2.821367205,2.154700538,2.154700538,1.218233513,1.218233513,0.636894534,0.636894534,0,0,0,0,0,0,11.12690298,0,0,38.11294267,0,-0.78,8,96.088,5.358504155,1.993744712,1.093537203,2.12037037,0.059062579,2.12037037,-0.039774194,1.329259259,0.039774194,1.329259259,-0.059062579,2.30344,35.916,106.168,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,35.39237126,13.8474744,0,0,0,0,0,0,0,13.8474744,0,35.39237126,0,0,0,0,0,0,0,0,13.8474744,11.12690298,24.26546827,0,0,0,0,0,0,0,0,2.658518519,0,8.481481481,0,4.193333333,0
Solv@TUM,C1CCS(=O)(=O)C1,HXJUTPCZVOIRIF-UHFFFAOYSA-N,Organoheterocyclic compounds,CCc1ccccc1,YNQLUTRBYVCPMQ-UHFFFAOYSA-N,Acetylides+Benzenoids & dipolar compounds,-4.8704832,2.762020468,133.07273,5.328427125,4.053171996,4.869668577,3.207106781,2.410683603,4.232050808,1.858925119,4.162561796,1.160683603,2.982050808,0.746012623,2.23803787,9.837253136,8.417796984,0,0,11.50570721,12.84164325,0,0,0,0,0,-0.05,7,112.109,5.093884892,1.472587813,1.158951031,10.43055556,0.228840387,10.43055556,0.149819495,0.423611111,0.149819495,-2.546296296,-0.228840387,0.195,27.8878,120.173,0,2,0,1,1,0,0,0,2,0,3,0,0,0,1,1,42,0,9.837253136,0,0,0,0,0,8.417796984,0,0,0,12.84164325,0,11.50570721,8.417796984,9.837253136,0,0,0,12.84164325,11.50570721,0,0,0,0,0,0,0,19.9235042,9.837253136,0,12.84164325,0,0,0,0,34.14,20.86111111,0,0,0,0,0.847222222,0,1.75462963,0,-2.546296296,2.832085835,141.3842989,5.819990956,5.093858127,5.093858127,3.931851653,2.971343774,2.971343774,1.83915195,1.83915195,1.251072953,1.251072953,0.713712832,0.713712832,0,0,0,0,0,6.420821623,5.563451492,0,6.066367068,31.18920547,0,-0.78,8,96.088,5.358504155,2.508347808,1.093537203,2.162037037,0.062248742,2.162037037,-0.030744083,1.139722222,0.030744083,1.139722222,-0.062248742,2.249,35.82,106.168,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,42,0,0,0,0,0,0,0,0,0,0,37.25557254,11.98427311,0,0,0,0,0,0,0,13.34455882,0,35.89528683,0,0,0,0,0,0,0,6.420821623,0,12.48718869,30.33183534,0,0,0,0,0,0,0,0,1.409722222,0,10.45518519,1.139722222,2.162037037,0
